Unnamed: 0,categoria,asunto,preprocessed_text
413,"AGRICULTURA, SILVICULTURA Y PESCA","Motivos por los que no se ha ejecutado la red de riego de san andrés e isora, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['motivos', 'ejecutado', 'red', 'riego', 'san', 'andres', 'isora', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
414,MEDIO AMBIENTE,"Motivos por los que no se ha incoado el expediente para declarar la caducidad del parque eólico fuerteventura renovables i, en la oliva, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['motivos', 'incoado', 'expediente', 'declarar', 'caducidad', 'parque', 'eolico', 'fuerteventura', 'renovables', 'oliva', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
415,ECONOMÍA,"Motivos por los que no se ha justificado el proyecto acciones de apoyo a la internacionalización (best in gc), subvencionado en 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.","['motivos', 'justificado', 'proyecto', 'acciones', 'apoyo', 'internacionalizacion', 'best', 'in', 'gc', 'subvencionado', '2020', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
416,ASUNTOS SOCIALES,"Motivos por los que no se ha puesto en funcionamiento la residencia de mayores en guía de isora, finalizada desde noviembre de 2019, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['motivos', 'puesto', 'funcionamiento', 'residencia', 'mayores', 'guia', 'isora', 'finalizada', 'noviembre', '2019', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
417,INDUSTRIA,"Motivos por los que no se han iniciado las obras de la construcción de un falso túnel en la zona de la playa de la madera, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['motivos', 'iniciado', 'obras', 'construccion', 'falso', 'tunel', 'zona', 'playa', 'madera', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
418,ASUNTOS SOCIALES,"Motivos por los que no se han presentado proyectos a financiar con los fondos europeos para la inclusión, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['motivos', 'presentado', 'proyectos', 'financiar', 'fondos', 'europeos', 'inclusion', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
419,INDUSTRIA,"Motivos por los que no se han puesto en marcha las obras de rehabilitación del poblado del pozo de las calcosas, dirigida a la sra. consejera de turismo, industria y comercio.","['motivos', 'puesto', 'marcha', 'obras', 'rehabilitacion', 'poblado', 'pozo', 'calcosas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
420,EDUCACIÓN Y COMUNICACIÓN,"Motivos por los que no se realiza online el máster de acceso al profesorado de formación profesional, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['motivos', 'realiza', 'online', 'master', 'acceso', 'profesorado', 'formacion', 'profesional', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
421,VIDA POLÍTICA,"Motivos trasladados por el ministerio por los que no se ha instalado el radar en la zona norte de lanzarote para la detección y localización de pateras, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['motivos', 'trasladados', 'ministerio', 'instalado', 'radar', 'zona', 'norte', 'lanzarote', 'deteccion', 'localizacion', 'pateras', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
422,ASUNTOS SOCIALES,"Municipios en los que se ha proyectado la ejecución de viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['municipios', 'proyectado', 'ejecucion', 'viviendas', '2021', 'marco', 'ejecucion', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
423,ASUNTOS SOCIALES,"Municipios en los que se han adquirido viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['municipios', 'adquirido', 'viviendas', '2021', 'marco', 'ejecucion', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
424,ASUNTOS SOCIALES,"Municipios en los que se han rehabilitado viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['municipios', 'rehabilitado', 'viviendas', '2021', 'marco', 'ejecucion', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
425,ASUNTOS SOCIALES,"Municipios que se verán beneficiados por el convenio para combatir la despoblación del medio rural, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['municipios', 'veran', 'beneficiados', 'convenio', 'combatir', 'despoblacion', 'rural', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
426,ASUNTOS FINANCIEROS,"Necesidad de una modificación legislativa para devolver el igic pagado por las empresas turísticas y que han resultado operaciones fallidas por la quiebra de thomas cook, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['necesidad', 'modificacion', 'legislativa', 'devolver', 'igic', 'pagado', 'empresas', 'turisticas', 'resultado', 'operaciones', 'fallidas', 'quiebra', 'thomas', 'cook', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
427,ASUNTOS FINANCIEROS,"Número de avales e importe que ha otorgado avalcanarias desde 2020, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['numero', 'avales', 'importe', 'otorgado', 'avalcanarias', '2020', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
428,INDUSTRIA,"Número de ayudas al alquiler de vivienda por el covid-19 que se solicitaron y presentaron en 2020, que no han sido pagadas a 1 de enero de 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['numero', 'ayudas', 'alquiler', 'vivienda', 'covid19', 'solicitaron', 'presentaron', '2020', 'pagadas', '1', 'enero', '2022', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
429,EDUCACIÓN Y COMUNICACIÓN,"Número de centros integrados de formación profesional de nueva construcción que se han previsto, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['numero', 'centros', 'integrados', 'formacion', 'profesional', 'construccion', 'previsto', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
430,EDUCACIÓN Y COMUNICACIÓN,"Número de centros integrados de formación profesional que se han construido, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['numero', 'centros', 'integrados', 'formacion', 'profesional', 'construido', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
431,ASUNTOS SOCIALES,"Número de contratos de emergencia realizados por el servicio canario de la salud que se abonaron sin recibir el material contratado durante 2020 y 2021, dirigida al sr. consejero de sanidad.","['numero', 'contratos', 'emergencia', 'realizados', 'servicio', 'canario', 'salud', 'abonaron', 'recibir', 'material', 'contratado', '2020', '2021', 'dirigida', 'consejero', 'sanidad']"
432,ASUNTOS SOCIALES,"Número de defunciones producidas durante 2021, con detalle de causa de muerte covid-19, sospecha de covid-19, gripe y patologías oncológicas, dirigida al sr. consejero de sanidad.","['numero', 'defunciones', 'producidas', '2021', 'detalle', 'causa', 'muerte', 'covid19', 'sospecha', 'covid19', 'gripe', 'patologias', 'oncologicas', 'dirigida', 'consejero', 'sanidad']"
433,"AGRICULTURA, SILVICULTURA Y PESCA","Número de empresas que se presentaron para desarrollar la plataforma canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['numero', 'empresas', 'presentaron', 'desarrollar', 'plataforma', 'canarian', 'market', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
434,ASUNTOS FINANCIEROS,"Número de empresas que se trasladaron a canarias desde el reino unido a raíz del brexit, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['numero', 'empresas', 'trasladaron', 'canarias', 'reino', 'unido', 'raiz', 'brexit', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
435,ASUNTOS SOCIALES,"Número de especialistas endocrinos en fuerteventura, dirigida al sr. consejero de sanidad.","['numero', 'especialistas', 'endocrinos', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
436,MEDIO AMBIENTE,"Número de expedientes sancionadores en trámite derivados de los incumplimientos de la directiva 2000/60/ce del parlamento europeo y del consejo, de 23 de octubre de 2000, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['numero', 'expedientes', 'sancionadores', 'tramite', 'derivados', 'incumplimientos', 'directiva', '200060ce', 'parlamento', 'europeo', 'consejo', '23', 'octubre', '2000', 'establece', 'marco', 'comunitario', 'actuacion', 'ambito', 'politica', 'aguas', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
437,ASUNTOS SOCIALES,"Número de familias que han recibido fondos procedentes de los 5 millones de euros anunciados para auxiliar a familias en la palma, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'familias', 'recibido', 'fondos', 'procedentes', '5', 'millones', 'euros', 'anunciados', 'auxiliar', 'familias', 'palma', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
438,ASUNTOS SOCIALES,"Número de incidencias cubiertas por la póliza de seguro de viaje covid-19 para turistas, dirigida a la sra. consejera de turismo, industria y comercio.","['numero', 'incidencias', 'cubiertas', 'poliza', 'seguro', 'viaje', 'covid19', 'turistas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
439,"AGRICULTURA, SILVICULTURA Y PESCA","Número de licencias de pesca y marisqueo profesional, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['numero', 'licencias', 'pesca', 'marisqueo', 'profesional', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
440,"AGRICULTURA, SILVICULTURA Y PESCA","Número de licencias de pesca y marisqueo recreativo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['numero', 'licencias', 'pesca', 'marisqueo', 'recreativo', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
441,ASUNTOS SOCIALES,"Número de llamadas recibidas en el teléfono de asistencia al coronavirus durante 2021, dirigida al sr. consejero de sanidad.","['numero', 'llamadas', 'recibidas', 'telefono', 'asistencia', 'coronavirus', '2021', 'dirigida', 'consejero', 'sanidad']"
442,EDUCACIÓN Y COMUNICACIÓN,"Número de mascarillas destinadas al alumnado más vulnerable durante 2021, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['numero', 'mascarillas', 'destinadas', 'alumnado', 'vulnerable', '2021', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
443,ASUNTOS SOCIALES,"Número de menores atendidos y tutelados en inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'menores', 'atendidos', 'tutelados', 'inmuebles', 'relacionados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
444,ASUNTOS SOCIALES,"Número de pacientes con alta médica ocupando una cama en hospitales, que desde el mes de septiembre de 2021 han sido trasladados a una plaza sociosanitaria, dirigida al sr. consejero de sanidad.","['numero', 'pacientes', 'alta', 'medica', 'ocupando', 'cama', 'hospitales', 'mes', 'septiembre', '2021', 'trasladados', 'plaza', 'sociosanitaria', 'dirigida', 'consejero', 'sanidad']"
445,ASUNTOS SOCIALES,"Número de pacientes ingresados por covid-19 en hospitales, en planta y uci, con variante delta, ómicron y otras, dirigida al sr. consejero de sanidad.","['numero', 'pacientes', 'ingresados', 'covid19', 'hospitales', 'planta', 'uci', 'variante', 'delta', 'omicron', 'dirigida', 'consejero', 'sanidad']"
446,ASUNTOS SOCIALES,"Número de pacientes y tiempo de espera para realizar pruebas diagnósticas en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","['numero', 'pacientes', 'espera', 'pruebas', 'diagnosticas', 'hospital', 'dr', 'jose', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']"
447,ASUNTOS SOCIALES,"Número de personas pendientes de ser grabadas en el sistema  para ser posteriormente valoradas en dependencia en fuerteventura, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'personas', 'pendientes', 'grabadas', 'sistema', 'posteriormente', 'valoradas', 'dependencia', 'fuerteventura', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
448,ASUNTOS SOCIALES,"Número de personas pendientes de ser grabadas en el sistema para ser posteriormente valoradas en dependencia, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'personas', 'pendientes', 'grabadas', 'sistema', 'posteriormente', 'valoradas', 'dependencia', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
449,ASUNTOS SOCIALES,"Número de personas pendientes de ser valoradas en dependencia en fuerteventura, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'personas', 'pendientes', 'valoradas', 'dependencia', 'fuerteventura', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
450,ASUNTOS SOCIALES,"Número de personas que esperan por una intervención quirúrgica y tiempo que tardan en realizarla en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","['numero', 'personas', 'esperan', 'intervencion', 'quirurgica', 'tardan', 'realizarla', 'hospital', 'dr', 'jose', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']"
451,ASUNTOS SOCIALES,"Número de personas que ha solicitado la eutanasia, dirigida al sr. consejero de sanidad.","['numero', 'personas', 'solicitado', 'eutanasia', 'dirigida', 'consejero', 'sanidad']"
452,ASUNTOS SOCIALES,"Número de personas que recibieron el reconocimiento de discapacidad en 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['numero', 'personas', 'recibieron', 'reconocimiento', 'discapacidad', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
